username,id,created_at,name,verified,profile_image_url,description,protected,location,url,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,entities.url.urls,entities.description.hashtags,entities.description.urls,pinned_tweet_id,entities.description.mentions
CongBoyle,4304448314,2015-11-20T20:17:53.000Z,Rep. Brendan Boyle,True,https://pbs.twimg.com/profile_images/1011351594527584256/JM6PNL3W_normal.jpg,"Official Leg. account of Rep. Brendan Boyle. Co-Chair @BlueCollarDems, Proud Father, Loyal Philly sports fan and Fighter for the PA-02 Congressional District",False,,https://t.co/SKEmG4KZfT,19891,3602,6187,434,"[{'start': 0, 'end': 23, 'url': 'https://t.co/SKEmG4KZfT', 'expanded_url': 'http://boyle.house.gov', 'display_url': 'boyle.house.gov'}]",,,,"[{'start': 54, 'end': 69, 'username': 'BlueCollarDems'}]"
GReschenthaler,4205133682,2015-11-16T22:15:01.000Z,Rep. Guy Reschenthaler,True,https://pbs.twimg.com/profile_images/1505652408625602574/8ulng12q_normal.jpg,Proudly representing the people of Pennsylvania’s 14th District in the U.S. House of Representatives 🇺🇸,False,,https://t.co/CSnWIXOEFm,26025,881,4847,580,"[{'start': 0, 'end': 23, 'url': 'https://t.co/CSnWIXOEFm', 'expanded_url': 'https://reschenthaler.house.gov/', 'display_url': 'reschenthaler.house.gov'}]",,,,
RepLaHood,3686482216,2015-09-17T14:16:48.000Z,Darin LaHood,True,https://pbs.twimg.com/profile_images/1377118681851781127/fPtUY7tg_normal.jpg,Proudly representing the 18th District of Illinois. Member of @WaysandMeansGOP and the House Intelligence Committee.,False,"Peoria, IL",https://t.co/QH3TARPG3f,19900,1332,3741,583,"[{'start': 0, 'end': 23, 'url': 'https://t.co/QH3TARPG3f', 'expanded_url': 'https://lahood.house.gov/', 'display_url': 'lahood.house.gov'}]",,,,"[{'start': 62, 'end': 78, 'username': 'WaysandMeansGOP'}]"
RepTrentKelly,3317799825,2015-06-10T19:56:03.000Z,Trent Kelly,True,https://pbs.twimg.com/profile_images/1215315784903352320/GgqL5x8j_normal.jpg,"Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives. 
Rt's & likes ≠ Endorsements",False,,http://t.co/qE8a4JH0Dl,13250,3880,2417,480,"[{'start': 0, 'end': 22, 'url': 'http://t.co/qE8a4JH0Dl', 'expanded_url': 'http://trentkelly.house.gov', 'display_url': 'trentkelly.house.gov'}]",,,,
DonaldNorcross,3122099613,2015-03-27T20:08:34.000Z,Congressman Donald Norcross 🇺🇸🇺🇦,True,https://pbs.twimg.com/profile_images/1050098504515899392/h6RzXCGt_normal.jpg,"Honored to serve NJ-01
Electrician • Husband, Dad, Granddad
Co-chair: @Labor_Caucus
Member: @EdLaborCmte, @HASCDemocrats TAL Chair, @HouseScience",False,,https://t.co/ivlxzKn7tg,13284,1310,10978,640,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ivlxzKn7tg', 'expanded_url': 'http://norcross.house.gov', 'display_url': 'norcross.house.gov'}]",,,1560313435434401793,"[{'start': 70, 'end': 83, 'username': 'Labor_Caucus'}, {'start': 92, 'end': 104, 'username': 'EdLaborCmte'}, {'start': 106, 'end': 120, 'username': 'HASCDemocrats'}, {'start': 132, 'end': 145, 'username': 'HouseScience'}]"
RepTedLieu,3044993235,2015-02-19T20:08:54.000Z,Rep. Ted Lieu,True,https://pbs.twimg.com/profile_images/978664130457423880/3R-vL8Xp_normal.jpg,"Official Twitter account for the Office of Rep @TedLieu, serving #CA33 in the U.S. House of Representatives • https://t.co/8esik1vtix • https://t.co/bEP2qWfwBG",False,"Los Angeles, CA & Washington, DC",https://t.co/4l1IFElemb,185702,5619,8700,1751,"[{'start': 0, 'end': 23, 'url': 'https://t.co/4l1IFElemb', 'expanded_url': 'https://lieu.house.gov/', 'display_url': 'lieu.house.gov'}]","[{'start': 65, 'end': 70, 'tag': 'CA33'}]","[{'start': 110, 'end': 133, 'url': 'https://t.co/8esik1vtix', 'expanded_url': 'http://facebook.com/RepTedLieu', 'display_url': 'facebook.com/RepTedLieu'}, {'start': 136, 'end': 159, 'url': 'https://t.co/bEP2qWfwBG', 'expanded_url': 'http://instagram.com/RepTedLieu', 'display_url': 'instagram.com/RepTedLieu'}]",,"[{'start': 47, 'end': 55, 'username': 'TedLieu'}]"
RepAmata,3026622545,2015-02-09T16:00:36.000Z,Rep. Aumua Amata🇦🇸,True,https://pbs.twimg.com/profile_images/564816554185859073/f1VAN3h3_normal.jpeg,Congresswoman proudly representing American Samoa. Serving on the @NatResources and @HouseVetAffairs,False,"Washington, D.C.",https://t.co/L7B6x0yzTS,4090,180,815,299,"[{'start': 0, 'end': 23, 'url': 'https://t.co/L7B6x0yzTS', 'expanded_url': 'http://radewagen.house.gov', 'display_url': 'radewagen.house.gov'}]",,,,"[{'start': 66, 'end': 79, 'username': 'NatResources'}, {'start': 84, 'end': 100, 'username': 'HouseVetAffairs'}]"
RepPeteAguilar,3018670151,2015-02-04T21:01:23.000Z,Rep. Pete Aguilar,True,https://pbs.twimg.com/profile_images/1338506082352848897/7RXoCUkU_normal.jpg,"Dad, husband, former mayor. Proud to be the Inland Empire’s voice in Congress representing #CA31. Vice Chair of @HouseDemocrats.",False,"San Bernardino, CA",https://t.co/o4deRoUnuK,26842,583,2781,839,"[{'start': 0, 'end': 23, 'url': 'https://t.co/o4deRoUnuK', 'expanded_url': 'http://aguilar.house.gov/', 'display_url': 'aguilar.house.gov'}]","[{'start': 91, 'end': 96, 'tag': 'CA31'}]",,,"[{'start': 112, 'end': 127, 'username': 'HouseDemocrats'}]"
RepGrothman,2976606250,2015-01-13T15:08:48.000Z,Rep. Glenn Grothman,True,https://pbs.twimg.com/profile_images/1348727275844460544/-BnST_ZA_normal.jpg,"Proudly representing #WI06. Ranking Member, Subcommittee on National Security on @GOPOversight. @EDLaborGOP. @HouseBudgetGOP.",False,"Washington, D.C.",http://t.co/MY3WTtaAeb,13842,218,4487,648,"[{'start': 0, 'end': 22, 'url': 'http://t.co/MY3WTtaAeb', 'expanded_url': 'http://grothman.house.gov', 'display_url': 'grothman.house.gov'}]","[{'start': 21, 'end': 26, 'tag': 'WI06'}]",,1511432944795242505,"[{'start': 81, 'end': 94, 'username': 'GOPOversight'}, {'start': 96, 'end': 107, 'username': 'EDLaborGOP'}, {'start': 109, 'end': 124, 'username': 'HouseBudgetGOP'}]"
CongressmanHice,2975091705,2015-01-12T18:48:35.000Z,Rep. Jody Hice,True,https://pbs.twimg.com/profile_images/1415040982123417603/D3MrZqgZ_normal.jpg,Proudly serving Georgia's 10th District. @GOPOversight Government Operations Subcommittee Ranking Member. @freedomcaucus always.,False,"Greensboro, GA; Washington, DC",https://t.co/MrXQmxUpXc,92398,4287,7233,1106,"[{'start': 0, 'end': 23, 'url': 'https://t.co/MrXQmxUpXc', 'expanded_url': 'http://hice.house.gov', 'display_url': 'hice.house.gov'}]",,,1450086225663102977,"[{'start': 41, 'end': 54, 'username': 'GOPOversight'}, {'start': 106, 'end': 120, 'username': 'freedomcaucus'}]"
RepBuddyCarter,2973870195,2015-01-12T00:33:43.000Z,Buddy Carter,True,https://pbs.twimg.com/profile_images/554437784912400384/N6PPUUz2_normal.jpeg,"Proudly serving Georgia's 1st Congressional District  
      
👇Sign up for my e-newsletter👇",False,,https://t.co/KqG5LkOKTP,33715,442,4522,768,"[{'start': 0, 'end': 23, 'url': 'https://t.co/KqG5LkOKTP', 'expanded_url': 'https://buddycarter.house.gov/newslettersignup/', 'display_url': 'buddycarter.house.gov/newslettersign…'}]",,,1535611282862268419,
RepKathleenRice,2970462034,2015-01-09T21:18:27.000Z,Kathleen Rice,True,https://pbs.twimg.com/profile_images/1275172865294336001/O4oafOg3_normal.jpg,U.S. Representative for #NY04 (Long Island). Former Nassau County DA.,False,"Long Island, NY",https://t.co/oIEmM6W1Qh,34520,1425,5159,819,"[{'start': 0, 'end': 23, 'url': 'https://t.co/oIEmM6W1Qh', 'expanded_url': 'http://kathleenrice.house.gov', 'display_url': 'kathleenrice.house.gov'}]","[{'start': 24, 'end': 29, 'tag': 'NY04'}]",,,
RepDebDingell,2970279814,2015-01-09T19:15:50.000Z,Rep. Debbie Dingell,True,https://pbs.twimg.com/profile_images/1260352561674149890/Ciac76LX_normal.jpg,Proudly serving the people of Michigan's 12th Congressional District. https://t.co/GcyzgYRHyH https://t.co/VwHPxC0Unf,False,"Washington, DC",https://t.co/BFrW4fM8pE,106981,2642,7617,1221,"[{'start': 0, 'end': 23, 'url': 'https://t.co/BFrW4fM8pE', 'expanded_url': 'http://debbiedingell.house.gov/', 'display_url': 'debbiedingell.house.gov'}]",,"[{'start': 70, 'end': 93, 'url': 'https://t.co/GcyzgYRHyH', 'expanded_url': 'http://facebook.com/RepDebbieDingell', 'display_url': 'facebook.com/RepDebbieDinge…'}, {'start': 94, 'end': 117, 'url': 'https://t.co/VwHPxC0Unf', 'expanded_url': 'http://instagram.com/repdingell', 'display_url': 'instagram.com/repdingell'}]",,
RepBonnie,2968451607,2015-01-08T20:18:16.000Z,Rep. Bonnie Watson Coleman,True,https://pbs.twimg.com/profile_images/1224811086039470081/1Eskre6l_normal.jpg,Proudly serving the people of New Jersey’s 12th Congressional District. Proud #BlackWoman. @USProgressives vice-chair. Co-Chair of @CBWGCaucus. She/her.,False,"New Jersey, USA",https://t.co/EBRWy9TsDL,49964,1202,11168,976,"[{'start': 0, 'end': 23, 'url': 'https://t.co/EBRWy9TsDL', 'expanded_url': 'https://watsoncoleman.house.gov/', 'display_url': 'watsoncoleman.house.gov'}]","[{'start': 78, 'end': 89, 'tag': 'BlackWoman'}]",,1504833795018604572,"[{'start': 91, 'end': 106, 'username': 'USProgressives'}, {'start': 131, 'end': 142, 'username': 'CBWGCaucus'}]"
RepDeSaulnier,2968007206,2015-01-08T15:32:13.000Z,Mark DeSaulnier,True,https://pbs.twimg.com/profile_images/979126569070485505/TChO0ixS_normal.jpg,"Representing CA-11. Member of @transportdems @EdLaborCmte @oversightdems @RulesDemocrats. Dad, amateur historian, marathon runner & former small business owner.",False,"Concord, CA",https://t.co/pa3PJQ8V5B,23061,1018,8626,828,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pa3PJQ8V5B', 'expanded_url': 'https://desaulnier.house.gov/', 'display_url': 'desaulnier.house.gov'}]",,,,"[{'start': 30, 'end': 44, 'username': 'transportdems'}, {'start': 45, 'end': 57, 'username': 'EdLaborCmte'}, {'start': 58, 'end': 72, 'username': 'oversightdems'}, {'start': 73, 'end': 88, 'username': 'RulesDemocrats'}]"
RepJohnKatko,2966765501,2015-01-07T21:51:49.000Z,Rep. John Katko,True,https://pbs.twimg.com/profile_images/1408176764342390790/8q6nybQv_normal.jpg,Official Twitter account of Rep. John Katko. Proudly representing New York's 24th Congressional District.,False,"Syracuse, New York",https://t.co/oq0V4Osgud,30218,242,2207,793,"[{'start': 0, 'end': 23, 'url': 'https://t.co/oq0V4Osgud', 'expanded_url': 'http://Katko.house.gov', 'display_url': 'Katko.house.gov'}]",,,,
RepRubenGallego,2966570782,2015-01-07T19:31:08.000Z,Ruben Gallego,True,https://pbs.twimg.com/profile_images/1504900941442699267/BpLX4roW_normal.jpg,Proud representative of Arizona's 7th Congressional District. #AZ07,False,"Phoenix, AZ",https://t.co/3dI2vAzy90,114150,3489,7236,1260,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3dI2vAzy90', 'expanded_url': 'http://rubengallego.house.gov', 'display_url': 'rubengallego.house.gov'}]","[{'start': 62, 'end': 67, 'tag': 'AZ07'}]",,,
RepBost,2964877294,2015-01-06T19:55:08.000Z,Rep. Mike Bost,True,https://pbs.twimg.com/profile_images/1354171495061270529/IVMb7p4O_normal.jpg,Proudly representing IL-12 in Congress. Lead Republican on @HouseVetAffairs & member of @TransportGOP. Find me on FB at https://t.co/KNuvZ7dbsu,False,IL-12 Congressional District,https://t.co/4tXoH7NdiQ,16463,1926,3424,633,"[{'start': 0, 'end': 23, 'url': 'https://t.co/4tXoH7NdiQ', 'expanded_url': 'http://bost.house.gov', 'display_url': 'bost.house.gov'}]",,"[{'start': 120, 'end': 143, 'url': 'https://t.co/KNuvZ7dbsu', 'expanded_url': 'http://facebook.com/RepBost', 'display_url': 'facebook.com/RepBost'}]",,"[{'start': 59, 'end': 75, 'username': 'HouseVetAffairs'}, {'start': 88, 'end': 101, 'username': 'TransportGOP'}]"
RepAlexMooney,2964526557,2015-01-06T17:13:10.000Z,Rep. Alex Mooney,True,https://pbs.twimg.com/profile_images/1347594832940855296/XXMDj6Mf_normal.jpg,"Husband, Father, Conservative Representing West Virginia's 2nd Congressional District. #wv02 #wvpol Member of @financialcmte",False,"Charles Town, WV",https://t.co/dKSBzlN9IY,18844,617,3795,682,"[{'start': 0, 'end': 23, 'url': 'https://t.co/dKSBzlN9IY', 'expanded_url': 'http://mooney.house.gov', 'display_url': 'mooney.house.gov'}]","[{'start': 87, 'end': 92, 'tag': 'wv02'}, {'start': 93, 'end': 99, 'tag': 'wvpol'}]",,1555280452075806721,"[{'start': 110, 'end': 124, 'username': 'financialcmte'}]"
RepRickAllen,2964287128,2015-01-06T14:45:18.000Z,Rick W. Allen,True,https://pbs.twimg.com/profile_images/552476601510682624/vklJRMrV_normal.jpeg,Proudly representing Georgia's 12th Congressional District,False,"Augusta, GA and Washington, DC",https://t.co/YlYzIki79b,26830,282,3188,642,"[{'start': 0, 'end': 23, 'url': 'https://t.co/YlYzIki79b', 'expanded_url': 'http://allen.house.gov', 'display_url': 'allen.house.gov'}]",,,1536771660711354371,
SenThomTillis,2964174789,2015-01-06T14:22:18.000Z,Senator Thom Tillis,True,https://pbs.twimg.com/profile_images/1501284630695194627/WJmQ4wTR_normal.jpg,Official Twitter account of North Carolina U.S. Senator Thom Tillis.,False,"North Carolina, USA",https://t.co/Q1TyIUKGbs,130459,4301,6928,2038,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Q1TyIUKGbs', 'expanded_url': 'http://tillis.senate.gov', 'display_url': 'tillis.senate.gov'}]",,,,
SenSasse,2962923040,2015-01-05T22:39:56.000Z,Senator Ben Sasse,True,https://pbs.twimg.com/profile_images/1009479405968621570/-ms4YWy0_normal.jpg,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,False,,,176216,1,934,2122,,,,,
RepDonBeyer,2962868158,2015-01-05T22:09:04.000Z,Rep. Don Beyer,True,https://pbs.twimg.com/profile_images/1500954852100390913/9R0DKGIF_normal.jpg,"Represent Northern Virginia’s #VA08 in the U.S. House. Chairman of @JECDems, also serve on @WaysMeansCmte @HouseScience. Co-Chair @CaucusOnClimate. He/Him/His",False,Northern Virginia & DC,https://t.co/Mi01fPnRsP,110577,4849,35676,1557,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Mi01fPnRsP', 'expanded_url': 'http://beyer.house.gov', 'display_url': 'beyer.house.gov'}]","[{'start': 30, 'end': 35, 'tag': 'VA08'}]",,1572251368072843266,"[{'start': 67, 'end': 75, 'username': 'JECDems'}, {'start': 91, 'end': 105, 'username': 'WaysMeansCmte'}, {'start': 106, 'end': 119, 'username': 'HouseScience'}, {'start': 130, 'end': 146, 'username': 'CaucusOnClimate'}]"
RepStefanik,2962813893,2015-01-05T22:17:51.000Z,Rep. Elise Stefanik,True,https://pbs.twimg.com/profile_images/1105573314423128064/3FMAJviW_normal.jpg,Proud Representative for New York's 21st Congressional District. House Republican Conference Chair. 📸 Instagram: @repstefanik,False,,https://t.co/eBWYIdlaLv,359874,742,10401,1916,"[{'start': 0, 'end': 23, 'url': 'https://t.co/eBWYIdlaLv', 'expanded_url': 'http://stefanik.house.gov', 'display_url': 'stefanik.house.gov'}]",,,1432328689358868480,"[{'start': 113, 'end': 125, 'username': 'repstefanik'}]"
SenatorRounds,2955485182,2015-01-01T20:23:49.000Z,Senator Mike Rounds,True,https://pbs.twimg.com/profile_images/555794520311205888/sdPOdu4L_normal.jpeg,U.S. Senator for South Dakota,False,"Fort Pierre, South Dakota",https://t.co/ZySWHkQ6rc,42102,570,4803,1296,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ZySWHkQ6rc', 'expanded_url': 'http://rounds.senate.gov', 'display_url': 'rounds.senate.gov'}]",,,,
RepFrenchHill,2953974395,2014-12-31T23:54:58.000Z,French Hill,True,https://pbs.twimg.com/profile_images/996470402795950081/uXyDkCZ7_normal.jpg,Official account of Rep. French Hill. 9th generation Arkansan. @FinancialCmte Subcommittee Ranking Member. Proudly representing AR-02.,False,"Little Rock, AR",https://t.co/TggD8rLd3M,22479,1380,5624,643,"[{'start': 0, 'end': 23, 'url': 'https://t.co/TggD8rLd3M', 'expanded_url': 'http://hill.house.gov', 'display_url': 'hill.house.gov'}]",,,,"[{'start': 63, 'end': 77, 'username': 'FinancialCmte'}]"
RepGarretGraves,2951574214,2014-12-30T17:51:24.000Z,Rep. Garret Graves,True,https://pbs.twimg.com/profile_images/553292029963145216/lzwyCMoA_normal.png,Official Twitter Page of Congressman Garret Graves (LA06),False,Follow us on Facebook: ,https://t.co/glkM2IIXms,17048,1116,5108,546,"[{'start': 0, 'end': 23, 'url': 'https://t.co/glkM2IIXms', 'expanded_url': 'https://www.facebook.com/CongressmanGarretGraves/', 'display_url': 'facebook.com/CongressmanGar…'}]",,,1534561953045172226,
RepNewhouse,2930635215,2014-12-18T20:19:23.000Z,Rep. Dan Newhouse,True,https://pbs.twimg.com/profile_images/553653397505576960/4z-oC8rN_normal.jpeg,Proud to represent Washington's 4th District in the U.S. Congress,False,,https://t.co/qIftHgI639,24161,1151,5038,711,"[{'start': 0, 'end': 23, 'url': 'https://t.co/qIftHgI639', 'expanded_url': 'https://newhouse.house.gov/', 'display_url': 'newhouse.house.gov'}]",,,,
RepBrianBabin,2929491549,2014-12-18T13:28:53.000Z,Brian Babin,True,https://pbs.twimg.com/profile_images/887307878960431104/X1I2wzXX_normal.jpg,"Proudly serving #TX36 residents in Congress. Ranking Member of Space & Aeronautics Subcmte, Border Sec co-chair & serve on @HouseScienceGOP/@TransportGOP Cmte.",False,,https://t.co/tJRjOi3OmN,26319,780,5671,816,"[{'start': 0, 'end': 23, 'url': 'https://t.co/tJRjOi3OmN', 'expanded_url': 'http://www.facebook.com/RepBrianBabin', 'display_url': 'facebook.com/RepBrianBabin'}]","[{'start': 16, 'end': 21, 'tag': 'TX36'}]",,,"[{'start': 123, 'end': 139, 'username': 'HouseScienceGOP'}, {'start': 140, 'end': 153, 'username': 'TransportGOP'}]"
RepAdams,2916086925,2014-12-11T19:54:07.000Z,Rep. Alma Adams,True,https://pbs.twimg.com/profile_images/1532047017907724290/BNI4kV5T_normal.jpg,Congresswoman representing NC’s 12th District. Educator. Artist. Founder & Co-Chair of the Black Maternal Health @BMHCaucus and the Bipartisan @HBCUCaucus.,False,"Charlotte, NC",https://t.co/ahR1R4P9AQ,28753,2571,12933,926,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ahR1R4P9AQ', 'expanded_url': 'http://adams.house.gov/', 'display_url': 'adams.house.gov'}]",,,,"[{'start': 113, 'end': 123, 'username': 'BMHCaucus'}, {'start': 143, 'end': 154, 'username': 'HBCUCaucus'}]"
RepTomEmmer,2914515430,2014-12-10T21:44:52.000Z,Tom Emmer,True,https://pbs.twimg.com/profile_images/1334632307618144256/xXMyFn6A_normal.jpg,"Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",False,"Otsego, MN | Washington, D.C.",https://t.co/4BCiheMoWZ,59270,1147,8006,937,"[{'start': 0, 'end': 23, 'url': 'https://t.co/4BCiheMoWZ', 'expanded_url': 'http://Emmer.house.gov', 'display_url': 'Emmer.house.gov'}]",,,1499102410605740033,
RepLoudermilk,2914163523,2014-12-10T18:53:17.000Z,Rep. Barry Loudermilk,True,https://pbs.twimg.com/profile_images/1001100740792811520/yaLsE8rC_normal.jpg,"Representing Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",False,,https://t.co/FWd4vPywHk,32307,1565,3885,741,"[{'start': 0, 'end': 23, 'url': 'https://t.co/FWd4vPywHk', 'expanded_url': 'https://loudermilk.house.gov/', 'display_url': 'loudermilk.house.gov'}]",,,,
SenDanSullivan,2891210047,2014-11-05T21:25:42.000Z,Sen. Dan Sullivan,True,https://pbs.twimg.com/profile_images/553674509639618560/XOdVwVGN_normal.png,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.,False,,http://t.co/9uIoLCChCm,63166,723,4226,1372,"[{'start': 0, 'end': 22, 'url': 'http://t.co/9uIoLCChCm', 'expanded_url': 'http://www.sullivan.senate.gov', 'display_url': 'sullivan.senate.gov'}]",,,,
RepLawrence,2863006655,2014-11-05T18:46:39.000Z,Brenda Lawrence,True,https://pbs.twimg.com/profile_images/979045446420172800/GQ59mg30_normal.jpg,"Congresswoman for Michigan's 14th District: Detroit, Southfield, Oakland and Wayne Counties. Instagram: Repbrendalawrence, Facebook: Rep.BLawrence",False,"Washington, DC",https://t.co/jik2CxOIWT,31280,1220,8176,859,"[{'start': 0, 'end': 23, 'url': 'https://t.co/jik2CxOIWT', 'expanded_url': 'https://lawrence.house.gov/', 'display_url': 'lawrence.house.gov'}]",,,1491063461413273601,
